style;name;color;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;;description
erjha04415;blizzard beanie;wcf0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Polar fleece lined band^Diagonal cable knit^Folded Fit^Natural faux fur pom
erjha04416;tram beanie ;kvj0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% Acrylic^FEATURES^Lining: Polar fleece lined band^Cable knit^Folded Fit
erjha04416;tram beanie ;wcf0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% Acrylic^FEATURES^Lining: Polar fleece lined band^Cable knit^Folded Fit
erjha04432;dear believer color;geq0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy logo embroidery^OSFM = 22""/56cm"
erjha04432;dear believer color;rph0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy logo embroidery^OSFM = 22""/56cm"
erjha04434;beautiful morning;bgc6;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Trucker cap^Fabric: Printed polyester, solid polyester, print placement may differ slightly^Construction: Adjustable back closure, mesh back^Visor/Brim: Curved visor^Roxy metal plate^OSFM = 22""/56cm"
erjha04434;beautiful morning;kvj2;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Trucker cap^Fabric: Printed polyester, solid polyester, print placement may differ slightly^Construction: Adjustable back closure, mesh back^Visor/Brim: Curved visor^Roxy metal plate^OSFM = 22""/56cm"
erjha04434;beautiful morning;kvj9;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Trucker cap^Fabric: Printed polyester, solid polyester, print placement may differ slightly^Construction: Adjustable back closure, mesh back^Visor/Brim: Curved visor^Roxy metal plate^OSFM = 22""/56cm"
erjha04435;feeling emby cap;cma0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Embroidered corduroyConstruction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy logo embroidery^OSFM = 22""/56cm"
erjha04438;jasmine paradise;rph6;253;;roxy;women;adult;accessories;hat;bucket;beach;;;"Type: Reversible bucket hat^Fabric: Printed cotton canvas/Solid cotton canvas^Roxy embroidery^S/M = 22""/56cm M/L = 23""/58 cm"
erjha04439;cherish summer;yef0;253;;roxy;women;adult;accessories;hat;cowboy;beach;;;"Type: Cowboy hat^Fabric: Straw^Roxy metal plate^Size: S/M = 22""/56cm, M/L = 23""/58cm"
erjha04440;tropical snow beanie;cma0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;ged0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;kvj0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;mld0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;mqm0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;rph0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;tmg0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04440;tropical snow beanie;wbs0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: 100% Acrylic^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy woven flag label
erjha04441;feeling vibes cap;kph0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Corduroy^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy Metal Plate^OSFM = 22""/56cm"
erjha04441;feeling vibes cap;pjq0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Corduroy^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy Metal Plate^OSFM = 22""/56cm"
erjha04442;feeling vibes hat;kph0;253;;roxy;women;adult;accessories;hat;bucket;beach;;;"Type: Bucket hat^Fabric: Corduroy^Roxy Metal Plate^S/M = 22""/56cm M/L = 23""/58 cm"
erjha04442;feeling vibes hat;pjq0;253;;roxy;women;adult;accessories;hat;bucket;beach;;;"Type: Bucket hat^Fabric: Corduroy^Roxy Metal Plate^S/M = 22""/56cm M/L = 23""/58 cm"
erjha04443;geonimo;yef0;253;;roxy;women;adult;accessories;hat;bucket;beach;;;"Type: Bucket hat^Fabric: Straw^Roxy metal plate^Size: S/M = 22""/56cm, M/L = 23""/58cm"
erjha04445;urban party hat;cma0;253;;roxy;women;adult;accessories;hat;bucket;beach;;;"Type: Bucket hat^Fabric: Jacquard leo pattern, print placement may differ slightly^Roxy embroidery^S/M = 22""/56cm M/L = 23""/58 cm"
erjha04446;camp rider;byl0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: Polyester Acrylic Wool blend yarn^FEATURES:^Cable Knit^Folded Fit^Roxy woven flag label
erjha04447;wind effect;mlb0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: Polyester Acrylic Wool blend yarn^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy Cotton patch
erjha04447;wind effect;sgrh;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: Polyester Acrylic Wool blend yarn^FEATURES:^1x1 Flat Rib Knit^Folded Fit^Roxy Cotton patch
erjha04449;lovely song;yhv0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;FABRIC: Polyester Nylon Viscose blend yarn^FEATURES:^Headband 1x1 Flat Rib Knit^Roxy woven flag label
erjha04450;city of love felt;cma0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Polyester Wool blend^Construction: 6-panel construction^Visor/Brim: Curved visor^Roxy logo front punch needle patch^OSFM = 22""/56cm"
erjha04451;cruel reef break;gld0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Recycled cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy logo embroidery^OSFM = 22""/56cm"
erjha04469;feeling emby hat;cma0;253;;roxy;women;adult;accessories;hat;bucket;beach;;;"Type: Bucket hat^Fabric: Embroidered corduroy^Roxy Metal Plate^S/M = 22""/56cm M/L = 23""/58 cm"
erjhn03247;3.0 swell s+ 5fg gloves lfs;kvj0;253;;roxy;women;adult;surf;wetsuit_accessory;wetsuit_gloves;surf;limestone_derived;;FREEMAX neoprene. ^LFS Liquid Flex Seal technology + GBS external glued and blind stitched seams.
erjhn03259;cantay puffy mitt;kvj0;253;;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free;;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: PrimaLoft[R] Silver insulation 70% Recycled [Fill weight: 130g]^ECO ACTIONS: Made with at least 35% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC: 100% Nylon^Sheepskin Leather palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Fitted handcuff with elasticated rib cuff^Elastic leash
erjhn03260;icyday leather gloves;kvj0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;;;Type: Snow Technical Gloves^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 25% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^SHELL FABRIC: 100% Sheepskin Leather^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Elasticated wrist^Elastic leash
erjhn03261;freshfield gloves;kvj0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;;;Type: Snow Technical Gloves^TECHNOLOGY^Warmth: ROXY WarmFlight X2 low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^INSULATION: 100% Recycled [Fill weight: 130g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Elasticated at wrist^Touchscreen technology on index finger^Nose and goggle wipe thumb panel^Elastic leash
erjhn03261;freshfield gloves;nkn0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;;;Type: Snow Technical Gloves^TECHNOLOGY^Warmth: ROXY WarmFlight X2 low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^INSULATION: 100% Recycled [Fill weight: 130g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Elasticated at wrist^Touchscreen technology on index finger^Nose and goggle wipe thumb panel^Elastic leash
erjhn03261;freshfield gloves;pjq0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;;;Type: Snow Technical Gloves^TECHNOLOGY^Warmth: ROXY WarmFlight X2 low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^INSULATION: 100% Recycled [Fill weight: 130g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Elasticated at wrist^Touchscreen technology on index finger^Nose and goggle wipe thumb panel^Elastic leash
erjhn03261;freshfield gloves;yfk0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;;;Type: Snow Technical Gloves^TECHNOLOGY^Warmth: ROXY WarmFlight X2 low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^INSULATION: 100% Recycled [Fill weight: 130g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Elasticated at wrist^Touchscreen technology on index finger^Nose and goggle wipe thumb panel^Elastic leash
erjhn03262;gore tex fizz gloves;kvj0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free;;Type: Snow Technical Gloves^TECHNOLOGY^Waterproofing: GORE-TEX[R] waterproof insert. Highly waterproof, very breathable, durable & GUARANTEED TO KEEP YOU DRYT^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^INSULATION: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 30% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof Embossed PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Touchscreen technology on index finger^Nose and goggle wipe thumb panel^Elastic leash
erjhn03263;gore tex fizz mitt;kvj0;253;;roxy;women;adult;snow;snow_accessory;mittens;snow;;;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: GORE-TEX[R] waterproof insert. Highly waterproof, very breathable, durable & GUARANTEED TO KEEP YOU DRYT^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^INSULATION: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 25% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof Embossed PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Nose and goggle wipe thumb panel^Elastic leash
erjhn03264;hydrosmart liner gloves;kvj0;253;;roxy;women;adult;snow;lifestyle_gloves;gloves;snow;;;Type: Liner Gloves^TECHNOLOGY^ROXY HYDROSMART technology^SHELL FABRIC: 77% Polyester, 23% Elastane^FEATURES:^Touchscreen technology on index finger
erjhn03264;hydrosmart liner gloves;tmg1;253;;roxy;women;adult;snow;lifestyle_gloves;gloves;snow;;;Type: Liner Gloves^TECHNOLOGY^ROXY HYDROSMART technology^SHELL FABRIC: 77% Polyester, 23% Elastane^FEATURES:^Touchscreen technology on index finger
erjhn03266;roxy jetty mitt;kvj3;253;;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free;;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 55% Recycled Polyester, 45% Polyester printed fabric mix with 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Elastic leash
erjhn03266;roxy jetty mitt;kvj6;253;;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free;;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 55% Recycled Polyester, 45% Polyester printed fabric mix with 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Elastic leash
erjhn03266;roxy jetty mitt;tmg1;253;;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free;;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 55% Recycled Polyester, 45% Polyester printed fabric mix with 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Elastic leash
erjhn03267;roxy jetty solid gloves;kvj0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free;;Type: Snow Technical Gloves^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 35% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Touchscreen technology on index finger^Elastic leash
erjhn03267;roxy jetty solid gloves;rrf0;253;;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free;;Type: Snow Technical Gloves^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 35% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Touchscreen technology on index finger^Elastic leash
