style;division;gender;age;category;parent_type;subtype;activity_use;sustainability
elyzt00264;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00528;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00553;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00554;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00556;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00560;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00561;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00562;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00563;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00564;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00565;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00567;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00568;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00569;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00570;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00572;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00573;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00574;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00575;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00576;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00577;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00578;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00579;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00580;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00581;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00582;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00584;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00585;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00586;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00587;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00589;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00590;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00591;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00592;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00594;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00595;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00596;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00602;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00603;element;men;adult;clothing;t-shirt;crew;casual;
elyzt00604;element;men;adult;clothing;t-shirt;crew;casual;
f4aha1elf2;element;men;adult;skate;skate_accessory;trucks;skate;
f4dca1elpp;element;men;adult;skate;skateboard_deck;classic;skate;
n4aha1elp9;element;men;adult;skate;skate_accessory;grip;skate;
n4aha2elp9;element;men;adult;skate;skate_accessory;grip;skate;
n4aha3elp9;element;men;adult;skate;skate_accessory;grip;skate;
n4aha4elp9;element;men;adult;skate;skate_accessory;grip;skate;
n4aha6elp9;element;men;adult;skate;skate_accessory;grip;skate;
n4ahb6elp9;element;men;adult;skate;skate_accessory;trucks;skate;
q4aha7elf9;element;men;adult;skate;skate_accessory;tool;skate;
q4aha8elf9;element;men;adult;skate;skate_accessory;tool;skate;
q4aha9elf9;element;men;adult;skate;skate_accessory;tool;skate;
q4ahb1elf9;element;men;adult;skate;skate_accessory;tool;skate;
q4ahb2elf9;element;men;adult;skate;skate_accessory;trucks;skate;
q4ahb3elf9;element;men;adult;skate;skate_accessory;trucks;skate;
s4sha1elp0;element;men;adult;skate;skate_accessory;bearing;skate;
u4aha1elf0;element;men;adult;skate;skate_accessory;trucks;skate;
w4aha7elp1;element;men;adult;skate;skate_accessory;tool;skate;
z4aha6elf1;element;men;adult;skate;skate_accessory;trucks;skate;
elys300001;element;men;adult;footwear;shoes;sneaker;skate;
elys300016;element;men;adult;footwear;shoes;sneaker;skate;
elys300021;element;men;adult;footwear;shoes;sneaker;skate;
elys300031;element;men;adult;footwear;shoes;sneaker;skate;
elys300035;element;men;adult;footwear;shoes;workwear;skate;
elys300038;element;men;adult;footwear;shoes;sneaker;skate;
elys300040;element;men;adult;footwear;shoes;sneaker;skate;
elys300041;element;men;adult;footwear;shoes;sneaker;skate;
25aw193502;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
25aw193505;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
25aw193506;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
25aw193508;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_gloves;surf;limestone_derived
25aw193510;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25aw193511;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25aw193512;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25aw203501;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw203503;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw203504;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213500;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213501;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213502;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213503;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213504;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213506;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213512;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213513;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213514;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw213515;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw213516;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw213520;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw293500;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25cw203500;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;
25cw213503;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;
25cw213508;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
25cw213509;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
aqbaa03033;quiksilver;boys;kids;accessories;beach_accessory;poncho;beach;
aqbaa03050;quiksilver;boys;kids;accessories;school_supplies;pencil_case;school;
aqbaa03051;quiksilver;boys;kids;accessories;school_supplies;pencil_case;school;
aqbha03406;quiksilver;boys;kids;accessories;cap;snapback;surf;
aqbha03593;quiksilver;boys;kids;accessories;cap;trucker;surf;
aqbha03615;quiksilver;boys;kids;accessories;cap;snapback;surf;
aqbha03616;quiksilver;boys;kids;accessories;cap;trucker;surf;
aqbjv03054;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
aqbwr03064;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
aqbwr03065;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
aqkaa03005;quiksilver;boys;kids;accessories;beach_accessory;poncho;beach;
aqkha03402;quiksilver;boys;kids;accessories;cap;trucker;surf;
aqkha03421;quiksilver;boys;kids;accessories;cap;trucker;surf;
aqkwr03026;quiksilver;boys;2-7_years;surf;rashguard;classic;surf;
aqkwr03027;quiksilver;boys;2-7_years;surf;rashguard;classic;surf;
aqmha03129;quiksilver;men;adult;accessories;hat;lifeguard;beach;
aqyaa03187;quiksilver;men;adult;accessories;beach_accessory;towel;beach;
aqyaa03233;quiksilver;men;adult;accessories;beach_accessory;poncho;beach;
aqyaa03243;quiksilver;men;adult;accessories;wallet;tri_fold;casual;
aqyaa03354;quiksilver;men;adult;accessories;beach_accessory;towel;beach;
aqyaa03357;quiksilver;men;adult;accessories;wallet;bi_fold;casual;
aqyaa03358;quiksilver;men;adult;accessories;wallet;tri_fold;casual;
aqyaa03385;quiksilver;men;adult;accessories;wallet;tri_fold;casual;
aqyaa03417;quiksilver;men;adult;accessories;belt;buckle;casual;
aqyfb03038;quiksilver;men;adult;clothing;pants;joggers;training;
aqyft03330;quiksilver;men;adult;clothing;pullover;full_zip;casual;
aqyft03331;quiksilver;men;adult;clothing;pullover;crew;casual;
aqyft03340;quiksilver;men;adult;clothing;pullover;hoodie;casual;
aqyft03356;quiksilver;men;adult;clothing;pullover;fleece;casual;
aqyft03358;quiksilver;men;adult;clothing;pullover;crew;casual;
aqyft03390;quiksilver;men;adult;clothing;pullover;full_zip;casual;
aqyft03410;quiksilver;men;adult;clothing;pullover;hoodie;casual;
aqyft03413;quiksilver;men;adult;clothing;pullover;full_zip;casual;
aqyha00145;quiksilver;men;adult;accessories;hat;lifeguard;beach;
aqyha03314;quiksilver;men;adult;accessories;hat;sun;beach;
aqyha03575;quiksilver;men;adult;accessories;cap;military;surf;
aqyha03978;quiksilver;men;adult;accessories;cap;stretch;surf;
aqyha04002;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha04614;quiksilver;men;adult;accessories;cap;stretch;surf;
aqyha04782;quiksilver;men;adult;accessories;beanie;knit;snow;
aqyha04793;quiksilver;men;adult;accessories;cap;trucker;surf;
aqyha05096;quiksilver;men;adult;accessories;cap;trucker;surf;
aqyha05213;quiksilver;men;adult;accessories;beanie;knit;snow;
aqyha05354;quiksilver;men;adult;accessories;cap;trucker;surf;
aqyha05377;quiksilver;men;adult;accessories;cap;trucker;surf;
aqyha05417;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05428;quiksilver;men;adult;accessories;cap;stretch;surf;
aqyha05430;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05442;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05443;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05447;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05448;quiksilver;men;adult;accessories;hat;bucket;beach;
aqyha05452;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05454;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyha05458;quiksilver;men;adult;accessories;cap;snapback;surf;
aqyjv03153;quiksilver;men;adult;swim;boardshorts;regular;surf;
aqynp03029;quiksilver;men;adult;clothing;pants;chino;casual;
aqywr03130;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03131;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03133;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03135;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03136;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03142;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03153;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03154;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03187;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywt03369;quiksilver;men;adult;clothing;shirt;flannel;casual;
aqywt03370;quiksilver;men;adult;clothing;shirt;flannel;casual;
aqywt03373;quiksilver;men;adult;clothing;shirt;flannel;casual;
aqyzt09600;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqyzt09605;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqyzt09891;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqyzt09970;quiksilver;men;adult;clothing;t-shirt;crew;casual;
cq10030mb;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10030mg;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10030mt;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10041mb;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10041mk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10041mw;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10045mb;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10045md;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10045mw;quiksilver;men;adult;footwear;shoes;sneaker;training;
eqbaa03090;quiksilver;boys;kids;accessories;school_supplies;pencil_case;school;
eqbaa03094;quiksilver;boys;kids;accessories;snow_accessory;neckwarmer;snow;
eqbbs03730;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbbs03732;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbbs03734;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbdp03185;quiksilver;boys;8-16_years;clothing;jeans;stretch;casual;
eqbdp03186;quiksilver;boys;8-16_years;clothing;jeans;stretch;casual;
eqbey03011;quiksilver;boys;kids;surf;sunglasses;square;surf;
eqbey03012;quiksilver;boys;kids;surf;sunglasses;square;surf;
eqbey03013;quiksilver;boys;kids;surf;sunglasses;shield;surf;
eqbfb03151;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03158;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03179;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03180;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03181;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbft03720;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03839;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03856;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03889;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03890;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03891;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03947;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03948;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03949;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03950;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03951;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03956;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03957;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03958;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03960;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03961;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03962;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03963;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03964;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbha03099;quiksilver;boys;kids;accessories;beanie;polar-lined;snow;
eqbha03100;quiksilver;boys;kids;accessories;beanie;knit;snow;
eqbha03101;quiksilver;boys;kids;accessories;beanie;knit;snow;
eqbha03102;quiksilver;boys;kids;accessories;beanie;knit;snow;
eqbhn03018;quiksilver;boys;kids;accessories;snow_accessory;gloves;snow;
eqbhn03039;quiksilver;boys;kids;snow;snow_accessory;gloves;snow;
eqbhn03040;quiksilver;boys;kids;snow;snow_accessory;mittens;snow;pfc_free
eqbjk03275;quiksilver;boys;8-16_years;clothing;jackets;puffer;casual;
eqbjk03336;quiksilver;boys;8-14_years;clothing;jackets;poncho;casual;
eqbjk03337;quiksilver;boys;8-16_years;clothing;jackets;rain;casual;
eqbjk03340;quiksilver;boys;8-16_years;clothing;jackets;windbreaker;casual;
eqbjk03341;quiksilver;boys;8-16_years;clothing;jackets;parka;casual;
eqbjk03343;quiksilver;boys;8-16_years;clothing;jackets;puffer;casual;
eqbjk03344;quiksilver;boys;8-16_years;clothing;jackets;puffer;casual;
eqbjk03346;quiksilver;boys;8-16_years;clothing;jackets;sherpa;casual;
eqbjk03347;quiksilver;boys;8-16_years;clothing;jackets;windbreaker;casual;
eqbjv03331;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbjv03517;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbnp03126;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbnp03132;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbnp03133;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbnp03135;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbpf03014;quiksilver;boys;8-16_years;clothing;fleece_polar;hoodie;casual;
eqbpf03016;quiksilver;boys;8-16_years;clothing;fleece_polar;fleece;casual;
eqbpf03017;quiksilver;boys;8-16_years;clothing;fleece_polar;sherpa;casual;
eqbpf03018;quiksilver;boys;8-16_years;clothing;fleece_polar;fleece;casual;
eqbpf03020;quiksilver;boys;8-16_years;clothing;fleece_polar;thermal;casual;
eqbpf03021;quiksilver;boys;8-16_years;clothing;fleece_polar;thermal;casual;
eqbsw03035;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbtg03025;quiksilver;boys;kids;snow;snow_accessory;goggles;snow;
eqbtj03215;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03218;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03219;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03220;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03221;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03223;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03224;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03227;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03228;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03229;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03230;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03237;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtl03026;quiksilver;boys;kids;snow;snow_accessory;helmet;snow;
eqbtl03027;quiksilver;boys;kids;snow;snow_accessory;helmet;snow;
eqbtl03028;quiksilver;boys;kids;snow;snow_accessory;helmet;snow;
eqbtp03057;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbtp03058;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbtp03059;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbtp03060;quiksilver;boys;8-16_years;snow;snowboard_pants;bib_pants;snow;pfc_free
eqbtp03061;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbw103090;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
eqbw103103;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
