style;color;name;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;description
erjtj03484;blk;test 2865;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;FIT: Tailored short^WATERPROOFING: 10K ROXY DryFlight[R] technology (10,000mm/5,000g)^PFC free durable water repellency treatment^Critically taped seams^FABRIC: 100% Polyester Plain Weave (KVJ3, KVJ0 whole garment, MGK1 whole body except printed panels) 54.8% Recycled Polyester 45.2% Polyester (MGK1 printed panels)^INSULATION: ROXY Warmflight[R] 100% Recycled [Fill weight: 120g body, 100g sleeves, 60g hood]^LINING:Engineered lightweight 60% recycled polyester taffeta^FEATURES: 1-way adjustable fixed hood^Fixed snap-away taffeta powder skirt^Hand pockets^Internal media and goggle pockets^Sleeve pass pocket^Mesh lined underarm venting^Internal stretch wrist gaiters with thumbhole^Sleeve cuff adjuster^Key clip
erjtj03505;blk;test 2866;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: GORE-TEX technology is highly waterproof, very breathable, durable & GUARANTEED TO KEEP YOU DRYT^Warmth: ROXY WarmFlight X1 Low bulk, ultra lightweight & breathable for riders who prefer to layer to regulate temperature.^FIT: Tailored: A slimmer, more contemporary look with all the mobility of a regular fit.^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: 59% Recycled Polyester, 21% Nylon, 20% Polyester plain weave^FEATURES^Seams: Fully taped seams ^Hood: Fixed with single point 2 way adjustment system^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: YKK[R] Aquaguard[R] at main zipper and chest pocket^Pockets: 2 zippered handwarmer pocket with key clip, chest pocket with internal media pocket and outlet, internal mesh goggle pockets, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^Goggle wipe inside hand pocket^
erjtj03506;blk;test 2867;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: GORE-TEX technology is highly waterproof, very breathable, durable & GUARANTEED TO KEEP YOU DRYT^Warmth: ROXY WarmFlight x2 Primaloft for the high warmth without the bulk^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 70% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Fully taped seams^Lining: Ultra lightweight taffeta mapped with stretch lycra and brushed tricot for warmth, breathability and freedom of movement^Hood: Helmet compatible, 2 way adjustable with COHAESIVE[R] Hood Stopper System^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: YKK[R] Aquaguard[R] 2 way main zipper^Pockets: 2 double entry zippered handwarmer pockets containing key clip, 2 chest pocket, internal media and mesh goggle pocket, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^perforated chinguard, with roxy logo for ventilation^Google wipe in pocket
erjtj03507;blk;test 2868;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: GORE-TEX technology is highly waterproof, very breathable, durable & GUARANTEED TO KEEP YOU DRYT^Warmth: ROXY WarmFlight x2 Primaloft for the high warmth without the bulk^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Tailored: A slimmer, more contemporary look with all the mobility of a regular fit.^ECO ACTIONS: Made with at least 60% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled polyester^FEATURES^Seams: Fully taped seams^Lining: Ultra lightweight taffeta mapped with stretch lycra and brushed mesh for superior warmth, breathability and freedom of movement^Hood: 2-way adjustable fixed hood^Powder Skirt: Removable taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: 2 way front zipper^Pockets: 2 double entry zippered handwarmer pockets containing key clip, chest pocket with internal media pocket and outlet, internal mesh goggle pocket, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^
erjtj03508;blk;test 2869;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 20K ROXY DryFlight Technology [20,000mm / 15000g] Extreme waterproofing and best breathability for extreme precipitation^Warmth: ROXY WarmFlight x3 Primaloft for the maximum warmth^Insulation: PrimaLoft[R] Gold Insulation Luxe insulation 100% Recycled where quilted & PrimaLoft[R] black Insulation 100% Recycled [Fill weight:100g]^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Tailored short: A slimmer, more contemporary look with all the mobility of a regular fit in a shorter length.^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: 50% Nylon, 50% Recycled Nylon Mechanical stretch dobby^FEATURES^Seams: Seam taping on critical zones^Lining: Ultra lightweight taffeta mapped with stretch lycra and brushed mesh for superior warmth, breathability and freedom of movement^Hood: 1 point 2 way adjustment system^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: YKK[R] Aquaguard[R] at main zipper^Pockets: 2 zippered handwarmer pocket containing key clip, internal media and goggle pocket, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^
erjtj03511;blk;test 2870;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 20K ROXY DryFlight Technology [20,000mm / 15000g] Extreme waterproofing and best breathability for extreme precipitation^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^Insulation:70% Recycled [Fill weight: 100g body, 80g sleeves, 60g hood]^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: PFAS-free water repellent coating^SHELL FABRIC: 100% Polyester Mechanical stretch twill^FEATURES^Seams: Fully taped seams^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 1 point 2 way adjustment system fixed hood^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Pockets: 2 zippered handwarmer pocket with key clip, 2 chest pockets left zippered containing media pocket and outlet, Sleeve pass pocket, Internal mesh goggle pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^Hem width adjustment in pocket^Google wipe in pocket
erjtj03512;blk;test 2871;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 15K ROXY DryFlight Technology [15,000mm / 10,000g] Best waterproofing and breathability for high precipitation^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long^ Insulation:70% recycled [fill weight:40g]^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Slim: form fitting in our shortest length for a flattering feminine look^ECO ACTIONS: Made with at least 35% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: Soft shell: 49% Recycled Polyester, 39% Polyester, 12% Elastane ^FEATURES^Lining: Ultra lightweight taffeta mapped with stretch lycra and brushed tricot for breathability and freedom of movement^Hood: 2-way adjustable removable hood^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: ^Pockets: 2 zippered handwarmer pocket containing key clip, internal media and goggle pocket, sleeve pass pocket^Ventilation: ^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster
erjtj03513;blk;test 2872;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 20K ROXY DryFlight Technology [20,000mm / 15000g] Extreme waterproofing and best breathability for extreme precipitation^Warmth: ROXY WarmFlight x3 Primaloft for the maximum warmth^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Tailored short: A slimmer, more contemporary look with all the mobility of a regular fit in a shorter length.^ECO ACTIONS: Made with at least 70% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste ^PFAS-free water repellent coating^SHELL FABRIC: 100% JIAREN recycled polyester (lower front body, chest panel) 100% recycled polyester (hood, shoulders, sleeve and back)^FEATURES^Seams: Fully taped seams^Lining: Ultra lightweight taffeta mapped with stretch lycra and brushed tricot for warmth and freedom of movement^Hood: 1 point 2 way adjustment system^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: YKK[R] Aquaguard[R] at main front zipper^Pockets: 2 zippered handwarmer pocket, 2 zippered chest pockets, internal media and mesh goggle pocket, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^Key clip and goggle cloth in hand pocket
erjtj03514;blk;test 2873;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 15K DryFlight [15,000mm / 10,000g] technology for high waterproofing and better breathability^Warmth: Roxy WarmFlight x3 Primaloft for the maximum warmth^Insulation: PrimaLoft[R] Gold Insulation Luxe 100% Recycled^ROXY WARMLINK belt compatible^FIT: Relaxed: A trend inspired loose-fit, with a drop shoulder to allow maximum comfort and style. ^ECO ACTIONS: Made with 70% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS free durable water repellency treatment^SHELL FABRIC:100% recycled polyester^FEATURES^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 1 point 2-way adjustment system^Powder Skirt: Removable snap-away powder skirt with Jacket-to-pant attachment system^Pockets: 2 zippered handwarmer pocket with key clip, Sleeve pass pocket, Internal media and mesh goggle pocket^Ventilation: Mesh lined underarm venting for tempreture regulation^Cuffs: Sleeve cuff adjuster, Integrated stretch wrist gaiters with thumbhole
erjtj03515;blk;test 2874;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 20K ROXY DryFlight Technology [20,000mm / 15000g] Extreme waterproofing and best breathability for extreme precipitation^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Tailored long: A slimmer, more contemporary look with all the mobility of a regular fit in a longer length^ECO ACTIONS: PFAS-free water repellent coating ^SHELL FABRIC: 55% Recycled Polyester, 45% Polyester plain weave (TMG1 printed panels) 100% polyester mechanical stretch twill (SJN0, WCF0 whole garment, TMG1 non printed panels)^FEATURES^Seams: Fully taped seams^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 2-way adjustable fixed hood^Powder Skirt: Removable taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: 2 way front zipper^Pockets: 2 zippered handwarmer pockets with key clip, 2 zippered chest pockets with internal media in left side. Internal mesh goggle pocket, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster
erjtj03516;blk;test 2875;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 10,000g] Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long. ^Insulation: 100% recycled fake down [fill weight:130gm]^FIT: Relaxed: A trend inspired loose-fit, with a drop shoulder to allow maximum comfort and style.^ECO ACTIONS: Made with at least 45% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: 59% Recycled Nylon, 41% Nylon^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 3-way adjustable fixed hood^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Pockets: 2 zippered handwarmer pocket with key clip, Sleeve pass pocket, ^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters, Elasticated sleeve cuff with adjuster
erjtj03517;blk;test 2876;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 15K ROXY DryFlight Technology [15,000mm / 10,000g] Best waterproofing and breathability for high precipitation^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long^Insulation: 100% recycled padding [fill weight: 80g body, 60g hood & sleeves^FIT: Regular long: A classic fit in longer length which offers unrestricted movement and maximum comfort.^ECO ACTIONS: PFAS-free water repellent coating ^SHELL FABRIC: 100% Polyester Mechanical stretch dobby^FEATURES^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 2-way adjustable fixed hood^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: Side zipper entry, printed roxy half zip at collar^Pockets: 1 zippered handwarmer pockets, and kangaroo pocket containing media pocket, Sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^hem width adjustment in pocket
erjtj03518;blk;test 2877;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 15K ROXY DryFlight Technology [15,000mm / 10,000g] Best waterproofing and breathability for high precipitation^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long. Insulation^ 70% recycled padding [fill weight 80g main body, 60g hood and sleeve^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 45% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^PFAS-free water repellent coating^SHELL FABRIC: 59% Recycled Nylon, 41% Nylon crinkled (main body) 57% Nylon, 43% Polyester micro houndstooth jacquard (chest and side panels)^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 2-way adjustable fixed hood^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: ^Pockets: 2 zippered handwarmer pocket with key clip, chest pocket, internal media and goggle pocket, sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster
